order_id,customer_id,product_id,quantity,unit_price,total_price,order_date,shipping_address,payment_method,status
704,410,486,4,365.11,9840.96,2021-10-10,3333 Colorado Park,PayPal,shipped
705,662,138,1,706.49,5618.69,2022-08-15,92298 Mcbride Trail,Apple Pay,delivered
706,363,456,30,15.22,5822.26,2021-09-01,84449 Shopko Road,Apple Pay,pending
707,672,104,23,19.94,8761.41,2020-08-10,029 Delaware Center,Apple Pay,processing
708,823,566,98,589.9,6657.87,2020-05-22,15342 Truax Street,PayPal,processing
709,353,197,69,8.74,863.6,2022-05-11,0639 Briar Crest Center,Apple Pay,processing
710,726,253,41,931.82,9908.83,2020-12-24,2 Logan Parkway,Apple Pay,shipped
711,439,778,97,861.61,3106.44,2022-09-24,8367 Commercial Alley,Apple Pay,delivered
712,764,292,47,350.94,3053.93,2020-11-18,2 Oneill Point,credit card,processing
713,52,340,23,790.16,2287.68,2022-05-02,0880 Corry Crossing,credit card,pending
714,661,615,45,97.17,8301.57,2020-11-29,771 Utah Trail,PayPal,delivered
715,30,433,14,871.72,7063.28,2022-07-06,5 Raven Circle,Apple Pay,delivered
716,826,442,40,743.02,5390.33,2021-01-12,950 Kropf Drive,PayPal,pending
717,170,400,1,587.78,790.93,2020-05-26,8 Dakota Road,PayPal,processing
718,450,206,46,528.06,6813.63,2021-06-03,9655 Westend Hill,Apple Pay,pending
719,741,572,15,296.43,801.12,2021-08-27,5210 Longview Junction,PayPal,pending
720,671,718,59,150.99,7608.99,2021-04-20,1 Erie Drive,PayPal,pending
721,877,176,23,171.24,6634.7,2022-09-30,5 Summerview Way,PayPal,pending
722,20,277,28,28.07,2597.54,2021-12-09,97 Vahlen Way,PayPal,shipped
723,525,559,67,459.95,3725.41,2021-09-27,30140 Gina Road,credit card,shipped
724,744,519,68,645.56,4276.75,2022-12-21,80 Rockefeller Hill,PayPal,delivered
725,184,948,80,880.88,5833.76,2021-03-27,128 Portage Crossing,PayPal,pending
726,346,984,8,33.49,2791.09,2022-06-19,4 Spaight Avenue,Apple Pay,shipped
727,392,789,61,933.37,1579.55,2021-01-15,91450 Memorial Avenue,PayPal,processing
728,317,386,35,319.91,6639.58,2020-05-09,343 Sherman Drive,credit card,pending
729,548,755,71,337.54,2759.17,2022-05-29,4607 Main Way,credit card,processing
730,776,863,100,715.49,8839.76,2021-11-12,58182 Monica Crossing,Apple Pay,delivered
731,58,731,59,898.3,1622.55,2020-12-30,01 Village Green Crossing,Apple Pay,delivered
732,487,168,22,251.75,4709.16,2020-04-22,86612 Badeau Center,credit card,processing
733,1000,396,72,102.43,2212.36,2022-06-12,747 Vahlen Way,credit card,pending
734,514,118,57,730.56,5634.18,2020-11-04,756 Jenifer Alley,credit card,delivered
735,571,502,9,587.73,192.38,2020-06-17,69494 Ruskin Drive,PayPal,pending
736,998,413,87,341.02,1477.67,2020-01-01,1275 Golf Course Place,Apple Pay,processing
737,359,321,68,849.64,9841.6,2021-06-29,985 Aberg Center,PayPal,processing
738,188,71,59,142.88,8576.63,2021-07-27,140 Everett Parkway,credit card,processing
739,655,336,17,601.25,2872.28,2021-07-15,252 Messerschmidt Junction,PayPal,pending
740,185,963,20,59.71,946.22,2022-04-01,624 Bluejay Hill,PayPal,shipped
741,833,28,68,391.07,7738.92,2021-10-01,73017 Florence Avenue,PayPal,delivered
742,488,622,93,4.93,633.91,2022-08-13,22 Quincy Point,credit card,delivered
743,911,529,55,554.61,1002.13,2022-10-06,18 Forster Park,credit card,pending
744,606,656,78,184.19,2371.92,2021-09-10,2 Fordem Center,PayPal,pending
745,253,476,62,824.55,3180.47,2022-09-02,9 Bluestem Court,credit card,shipped
746,396,498,93,160.19,5312.05,2022-07-01,9489 Sutherland Hill,Apple Pay,pending
747,31,676,41,40.82,2260.76,2020-09-04,00481 4th Junction,credit card,pending
748,384,641,32,897.54,8915.63,2021-09-14,56164 Old Gate Trail,credit card,delivered
749,944,101,90,534.59,6841.23,2022-08-03,58024 Springs Crossing,PayPal,shipped
750,545,468,85,890.58,1309.01,2020-10-26,3 Scoville Lane,PayPal,shipped
751,768,5,88,744.41,839.83,2021-02-15,5 Longview Alley,credit card,processing
752,82,326,11,817.63,35.41,2020-09-04,615 Fieldstone Avenue,Apple Pay,processing
753,246,305,16,942.49,6494.18,2021-03-21,697 Corscot Hill,Apple Pay,delivered
754,442,756,41,293.1,3847.71,2020-09-19,11 Gateway Plaza,credit card,processing
755,879,25,26,282.38,2634.27,2020-03-11,72 Carpenter Street,Apple Pay,pending
756,813,484,4,500.42,4663.15,2021-03-09,2 Katie Way,credit card,pending
757,860,178,64,227.44,3095.07,2022-04-07,58 Moland Park,credit card,delivered
758,500,131,43,5.54,30.63,2022-01-31,8 Rusk Crossing,Apple Pay,delivered
759,400,693,7,553.73,2713.68,2022-02-12,2658 Hoffman Trail,credit card,processing
760,889,108,52,821.24,8040.16,2022-07-04,808 Graceland Trail,Apple Pay,processing
761,196,457,81,668.72,9733.48,2021-04-10,6823 Waxwing Road,Apple Pay,delivered
762,683,110,1,313.79,6805.41,2022-12-08,43 Crowley Terrace,credit card,pending
763,884,513,39,77.64,1471.41,2021-12-23,6544 Melrose Pass,credit card,shipped
764,982,978,62,549.83,3173.5,2021-09-08,07 Hazelcrest Parkway,credit card,processing
765,336,232,54,716.22,1274.14,2022-01-01,9 High Crossing Road,credit card,processing
766,295,547,25,17.32,2811.05,2021-12-17,664 Chinook Trail,credit card,processing
767,887,187,59,998.34,6469.44,2021-02-11,586 Florence Center,credit card,delivered
768,749,585,59,730.07,1359.64,2021-09-11,71 Bellgrove Avenue,Apple Pay,processing
769,349,295,46,745.59,8567.73,2021-09-10,60968 Anniversary Alley,Apple Pay,shipped
770,199,983,78,461.85,4007.64,2021-06-07,7750 2nd Parkway,Apple Pay,pending
771,526,374,93,17.01,8615.71,2021-04-06,26444 Ohio Hill,Apple Pay,pending
772,990,976,54,174.17,1481.38,2020-03-19,18855 Morningstar Place,Apple Pay,delivered
773,752,174,19,633.31,194.42,2021-05-27,85289 Emmet Crossing,Apple Pay,shipped
774,457,453,56,220.79,1050.58,2021-10-17,980 Hoard Crossing,PayPal,processing
775,478,144,21,632.19,1289.78,2020-01-09,302 Paget Plaza,credit card,pending
776,83,577,15,488.91,5270.72,2020-02-11,4781 Sutherland Park,credit card,shipped
777,95,999,87,70.62,9051.62,2021-02-07,985 Oneill Crossing,credit card,delivered
778,937,707,95,211.38,9331.23,2020-07-04,4917 Hazelcrest Drive,credit card,delivered
779,290,711,42,449.88,3455.27,2020-09-14,81185 Larry Circle,credit card,shipped
780,590,250,80,920.65,4621.24,2022-10-20,2623 Glacier Hill Trail,Apple Pay,pending
781,784,775,47,59.79,2495.77,2021-01-21,4871 Roth Junction,credit card,delivered
782,711,653,60,535.88,4087.55,2020-05-13,86730 Carey Trail,PayPal,pending
783,449,611,83,546.89,9399.98,2021-12-23,12497 Coolidge Point,PayPal,delivered
784,175,853,9,244.19,43.11,2022-02-20,706 Anthes Center,Apple Pay,pending
785,986,136,44,664.92,1359.3,2020-05-02,00 Eagle Crest Point,credit card,pending
786,17,939,40,937.8,5296.55,2021-05-31,7178 Stone Corner Place,credit card,delivered
787,431,417,55,269.69,4383.3,2021-10-02,2 Clarendon Street,Apple Pay,processing
788,313,227,94,67.88,8667.1,2022-09-03,23469 Dorton Hill,PayPal,pending
789,403,581,48,855.46,645.45,2022-01-10,345 Calypso Parkway,Apple Pay,pending
790,917,108,39,734.36,3836.44,2021-07-07,9 Lotheville Point,credit card,processing
791,252,21,91,146.2,6339.12,2020-02-06,65 Sutherland Terrace,PayPal,delivered
792,419,66,17,857.38,1743.06,2020-03-10,9 6th Pass,Apple Pay,shipped
793,181,318,69,724.15,5676.33,2021-04-02,84120 Anniversary Center,PayPal,delivered
794,709,653,89,273.57,5474.01,2021-01-19,6996 Jana Alley,Apple Pay,shipped
795,462,805,84,974.28,3353.21,2021-12-26,4 Messerschmidt Circle,Apple Pay,processing
796,796,903,18,71.44,645.76,2020-02-11,23 Pine View Way,Apple Pay,delivered
797,428,173,1,767.39,963.65,2022-06-20,59 Schiller Crossing,PayPal,processing
798,166,483,81,304.94,7329.92,2020-10-09,31799 Becker Point,credit card,processing
799,3,50,20,176.2,186.27,2020-03-21,7 Rutledge Place,credit card,shipped
800,77,827,84,520.98,8255.05,2021-12-04,844 Russell Hill,PayPal,delivered
801,108,884,41,124.24,278.75,2021-02-06,9 4th Alley,Apple Pay,pending
802,763,373,58,68.86,9046.4,2022-03-14,45464 Norway Maple Court,Apple Pay,shipped
803,440,868,87,663.24,8189.68,2021-10-14,5195 Hallows Pass,PayPal,pending
804,925,140,35,951.14,6072.79,2020-10-03,0729 Loftsgordon Place,Apple Pay,delivered
805,871,110,38,813.8,8730.39,2022-02-06,082 Longview Drive,Apple Pay,shipped
806,798,234,94,621.96,7742.81,2020-04-15,43577 Clove Place,PayPal,processing
807,706,49,61,770.34,8783.08,2020-04-18,48 Artisan Point,PayPal,shipped
808,53,307,69,134.22,9699.61,2022-12-12,5262 Canary Court,Apple Pay,delivered
809,983,615,87,268.51,7831.35,2021-06-17,871 Corry Pass,credit card,pending
810,23,292,63,816.55,1913.23,2020-04-26,2 Rusk Junction,PayPal,pending
811,158,181,91,31.02,3852.25,2020-12-12,8724 Longview Pass,PayPal,pending
812,328,517,69,355.37,53.44,2022-10-18,90721 Clyde Gallagher Street,credit card,delivered
813,284,415,15,67.05,483.32,2020-08-11,653 Superior Point,Apple Pay,delivered
814,949,909,40,234.33,2270.28,2022-05-12,1429 Dixon Center,PayPal,delivered
815,323,479,84,960.4,241.15,2022-10-15,59 Eagan Lane,PayPal,pending
816,717,688,14,359.62,6973.16,2022-09-11,228 Tennyson Way,credit card,delivered
817,744,973,35,896.37,2045.95,2021-06-07,45163 Stang Avenue,Apple Pay,processing
818,149,136,54,861.32,6441.57,2021-04-25,31390 Artisan Junction,Apple Pay,shipped
819,72,937,62,475.61,3817.83,2021-09-06,2 Roth Avenue,credit card,pending
820,895,145,85,772.46,1671.57,2022-07-01,53332 La Follette Crossing,Apple Pay,processing
821,712,707,93,968.18,9684.57,2020-10-06,9 Londonderry Center,PayPal,pending
822,607,718,39,282.73,7055.45,2022-12-24,22399 Gateway Park,Apple Pay,processing
823,921,650,36,845.09,133.4,2020-01-10,5 Hoffman Court,PayPal,pending
824,828,527,26,858.07,1600.87,2022-02-16,849 Forster Crossing,credit card,shipped
825,201,268,29,953.16,3293.3,2020-01-17,956 Dennis Court,Apple Pay,delivered
826,646,786,92,140.22,1440.86,2022-02-18,955 Lotheville Avenue,credit card,processing
827,188,504,32,746.32,8977.24,2022-04-27,6007 Harbort Alley,credit card,delivered
828,880,241,81,408.5,2921.1,2021-07-06,6 Stone Corner Lane,credit card,processing
829,471,420,76,126.83,111.27,2020-10-01,674 Sauthoff Avenue,PayPal,delivered
830,802,31,91,320.1,6655.27,2020-08-08,94 Talmadge Place,PayPal,shipped
831,28,95,90,328.79,508.51,2021-05-14,66774 Russell Alley,PayPal,shipped
832,434,824,41,351.92,1753.54,2022-12-09,2 Lillian Place,credit card,delivered
833,49,122,1,946.99,867.31,2022-08-16,9285 Manitowish Court,credit card,shipped
834,495,283,93,702.14,5004.42,2021-12-07,4 Briar Crest Center,Apple Pay,processing
835,939,843,6,541.22,1338.79,2022-01-29,7683 Little Fleur Trail,Apple Pay,delivered
836,961,455,9,186.03,343.01,2021-09-22,46115 Dakota Lane,PayPal,processing
837,841,275,45,557.59,6660.23,2021-08-01,75891 Rutledge Terrace,credit card,delivered
838,59,858,25,995.89,436.05,2022-11-26,54905 Lighthouse Bay Hill,Apple Pay,delivered
839,263,14,31,796.7,5654.45,2022-12-01,4 Prentice Terrace,Apple Pay,processing
840,53,661,3,434.58,2791.09,2021-11-30,9073 Scott Way,credit card,shipped
841,704,920,7,751.89,2508.73,2020-06-11,757 Spenser Center,PayPal,pending
842,723,531,78,560.81,4325.66,2021-08-25,02963 Barnett Circle,credit card,shipped
843,189,10,56,176.44,7374.2,2020-12-07,8815 John Wall Circle,Apple Pay,delivered
844,661,119,99,776.73,6895.64,2020-07-06,8104 Toban Point,PayPal,shipped
845,68,460,33,401.28,1796.48,2020-11-08,850 Milwaukee Terrace,Apple Pay,processing
846,621,806,49,128.12,2827.27,2022-06-19,69 East Crossing,PayPal,processing
847,734,184,4,619.48,3163.1,2022-11-07,79 Village Place,Apple Pay,processing
848,410,466,8,520.46,8044.61,2021-11-16,3264 Ilene Drive,credit card,delivered
849,818,966,51,13.72,7135.66,2022-05-05,00 Cambridge Trail,PayPal,pending
850,121,470,21,226.84,1639.46,2021-07-19,49341 Merchant Crossing,Apple Pay,delivered
851,439,302,71,942.81,9683.49,2022-11-05,870 Kipling Place,Apple Pay,pending
852,950,27,76,182.52,228.69,2020-04-05,20 Westerfield Junction,PayPal,pending
853,547,284,70,432.51,3769.98,2020-07-07,207 Golf Course Pass,PayPal,delivered
854,168,991,34,43.71,4470.41,2021-12-02,29815 Grayhawk Alley,Apple Pay,pending
855,904,247,75,329.97,2441.31,2022-01-10,50 Clove Court,Apple Pay,delivered
856,114,475,79,348.81,7317.23,2021-04-01,03 Swallow Trail,PayPal,processing
857,235,647,11,892.63,8648.81,2022-04-04,1919 Springs Parkway,PayPal,shipped
858,794,378,64,144.65,8170.31,2022-02-05,504 Texas Park,PayPal,shipped
859,305,577,71,698.45,3290.26,2022-06-17,5 Hallows Hill,Apple Pay,pending
860,355,784,68,704.63,4934.11,2022-04-28,743 Talisman Parkway,Apple Pay,delivered
861,83,306,9,480.38,9429.65,2020-11-24,850 Ronald Regan Street,credit card,delivered
862,726,400,21,167.88,1145.65,2022-06-23,37303 Glacier Hill Lane,credit card,delivered
863,762,35,75,82.46,1675.39,2021-01-21,810 Maple Wood Junction,credit card,delivered
864,775,473,14,339.95,1510.6,2022-09-23,9107 Dahle Alley,credit card,delivered
865,722,713,89,707.71,7081.36,2022-03-20,19 New Castle Junction,Apple Pay,shipped
866,780,692,72,65.06,8933.61,2021-08-06,13042 Hallows Crossing,Apple Pay,delivered
867,871,165,81,234.62,9808.81,2022-09-13,29393 Jay Park,Apple Pay,processing
868,504,59,67,600.7,4908.25,2020-06-26,974 Merchant Center,credit card,pending
869,611,123,32,884.6,5736.32,2021-12-01,40300 Forest Run Hill,credit card,delivered
870,757,362,5,399.28,4966.89,2022-05-06,7 Cordelia Terrace,PayPal,processing
871,25,709,31,946.11,5390.15,2021-06-11,7410 Warbler Avenue,credit card,processing
872,507,459,60,176.51,1968.31,2020-09-04,3561 Cherokee Drive,Apple Pay,delivered
873,179,623,88,150.17,5419.17,2022-10-14,941 Elgar Center,credit card,pending
874,850,441,77,62.87,6722.54,2020-05-24,92 Miller Place,credit card,pending
875,405,918,100,522.07,7822.94,2020-09-20,73718 Katie Street,Apple Pay,shipped
876,751,11,5,159.07,2166.73,2021-09-28,54 Canary Center,credit card,processing
877,107,598,84,220.22,6773.7,2022-01-24,552 Monument Center,PayPal,shipped
878,26,747,15,891.48,2271.92,2021-10-09,368 Calypso Crossing,PayPal,pending
879,718,980,3,727.26,6340.45,2021-08-08,0948 Tony Lane,Apple Pay,pending
880,319,282,67,985.38,7314.07,2021-02-08,652 Declaration Circle,credit card,processing
881,60,380,57,114.23,2724.99,2022-05-19,6 Elgar Point,credit card,shipped
882,483,4,30,733.17,4680.15,2022-06-28,8903 Lakewood Gardens Terrace,credit card,processing
883,77,942,93,19.93,3157.27,2021-05-06,65084 Dahle Lane,PayPal,processing
884,845,52,85,438.0,214.46,2020-09-27,473 Monica Street,PayPal,pending
885,331,487,60,209.3,1567.92,2021-01-10,269 Hooker Parkway,credit card,processing
886,185,772,1,86.96,2517.83,2020-08-16,71 Ryan Road,credit card,delivered
887,370,745,100,896.35,9219.78,2020-06-24,2 Ridgeway Terrace,PayPal,delivered
888,620,58,5,837.83,3360.11,2022-05-30,06555 Barnett Drive,PayPal,shipped
889,638,262,88,647.59,8387.14,2020-05-11,988 Claremont Trail,Apple Pay,processing
890,487,651,31,153.96,1216.25,2020-11-21,7 Cottonwood Hill,credit card,delivered
891,805,464,45,278.28,8471.34,2020-08-27,8 Clarendon Street,credit card,processing
892,356,695,62,397.37,9239.68,2022-12-04,20 Everett Drive,credit card,delivered
893,673,557,3,596.35,6642.39,2022-06-23,56370 Thompson Road,Apple Pay,delivered
894,716,757,61,100.55,2756.3,2021-05-03,30360 Gerald Alley,credit card,pending
895,217,133,41,360.45,3266.23,2022-12-25,8389 Saint Paul Avenue,PayPal,pending
896,879,478,6,178.03,1331.11,2020-11-08,4917 Rutledge Alley,credit card,delivered
897,613,469,40,653.1,1028.22,2020-07-04,7 Lawn Trail,PayPal,delivered
898,500,795,58,514.52,8717.52,2021-04-29,141 Fieldstone Park,credit card,pending
899,597,764,49,999.99,1315.08,2020-09-07,2 Del Mar Point,PayPal,delivered
900,699,636,32,666.85,3489.42,2021-04-23,6 Pawling Lane,Apple Pay,processing
901,586,931,34,898.12,8551.72,2021-02-15,70 Bowman Trail,PayPal,delivered
902,901,74,19,57.53,5647.58,2021-09-28,83166 Merchant Avenue,credit card,processing
903,96,703,63,139.01,9165.35,2021-04-02,6828 Dahle Alley,credit card,shipped
904,54,264,29,467.7,1729.79,2022-01-12,60 Fairview Place,Apple Pay,processing
905,62,127,67,324.33,7650.61,2022-03-05,65994 South Drive,Apple Pay,processing
906,608,584,43,53.39,1877.9,2020-08-09,999 Butternut Drive,PayPal,processing
907,360,883,26,780.15,8282.31,2022-05-12,4 Eagle Crest Drive,PayPal,processing
908,4,553,51,715.54,5072.95,2022-12-22,271 Tomscot Trail,PayPal,shipped
909,731,664,41,281.13,4145.05,2020-12-24,6 Scofield Street,PayPal,pending
910,508,68,44,180.42,1164.19,2022-06-01,31558 Shoshone Crossing,credit card,processing
911,50,606,100,747.67,2240.32,2020-06-21,334 Bellgrove Alley,PayPal,pending
912,843,639,26,465.33,5997.44,2021-04-21,86 Melody Center,Apple Pay,shipped
913,308,452,99,918.26,2465.62,2021-11-15,19953 Hoffman Terrace,credit card,pending
914,860,364,84,404.26,1927.98,2022-12-01,854 Morningstar Park,Apple Pay,processing
915,654,96,45,728.6,5815.3,2021-05-17,735 Becker Center,Apple Pay,delivered
916,497,226,5,717.44,5488.6,2020-11-14,6 Shasta Parkway,PayPal,pending
917,518,969,40,184.18,558.09,2020-12-03,3 Helena Center,Apple Pay,pending
918,842,602,84,486.35,348.2,2022-04-15,18433 Elka Way,Apple Pay,processing
919,832,566,6,839.97,138.09,2022-03-21,52 Forest Run Drive,credit card,delivered
920,945,392,43,657.78,9761.63,2021-03-21,2 Rockefeller Place,Apple Pay,processing
921,925,137,86,687.43,8592.2,2020-07-06,112 North Plaza,Apple Pay,pending
922,65,607,48,807.28,950.7,2021-10-12,2794 Hansons Trail,credit card,shipped
923,492,199,4,279.79,5316.72,2021-10-22,14298 Eastwood Street,Apple Pay,delivered
924,472,849,19,715.56,723.77,2020-09-26,140 Utah Alley,PayPal,delivered
925,353,518,79,231.79,9478.91,2022-02-07,7 Oak Crossing,Apple Pay,processing
926,753,632,13,432.84,8784.03,2020-02-07,8 Victoria Court,credit card,pending
927,213,536,43,680.78,1006.52,2020-03-06,9850 Havey Crossing,Apple Pay,processing
928,679,836,50,680.83,4633.95,2021-04-09,68490 Dunning Lane,PayPal,shipped
929,69,633,96,900.17,3531.96,2020-01-14,0585 Memorial Alley,PayPal,delivered
930,346,372,81,692.78,2631.78,2021-02-11,3115 Glendale Plaza,PayPal,processing
931,870,113,93,823.72,8964.63,2020-12-04,21 Pearson Point,credit card,shipped
932,907,796,35,811.1,2586.84,2020-11-13,67413 Prentice Plaza,Apple Pay,processing
933,22,719,63,235.96,8144.5,2021-02-10,5753 2nd Hill,PayPal,pending
934,310,345,11,748.3,4014.03,2022-11-18,9 Troy Court,PayPal,pending
935,95,904,84,778.28,7027.67,2021-01-02,41 Blaine Alley,Apple Pay,delivered
936,159,25,26,793.8,5996.03,2021-08-04,7791 Crescent Oaks Junction,Apple Pay,pending
937,260,434,69,33.21,4855.51,2020-06-09,4173 West Court,credit card,delivered
938,631,217,71,354.16,8900.8,2021-08-08,394 Portage Hill,credit card,delivered
939,390,368,10,637.74,2138.48,2021-09-18,00420 Drewry Plaza,Apple Pay,processing
940,61,3,67,374.75,6152.94,2020-08-23,57290 Amoth Hill,PayPal,pending
941,200,444,12,932.78,8964.88,2022-10-31,13610 Mayer Junction,PayPal,processing
942,684,629,39,28.3,9213.85,2022-07-24,5933 Sloan Crossing,Apple Pay,processing
943,800,334,42,57.92,3452.81,2020-07-10,7629 Huxley Terrace,credit card,processing
944,301,490,39,479.88,3287.03,2021-07-11,441 Kipling Trail,Apple Pay,pending
945,274,102,28,655.74,1723.22,2022-08-02,4 Leroy Place,Apple Pay,processing
946,109,680,66,312.34,4202.47,2020-11-23,44212 Barby Drive,Apple Pay,processing
947,658,83,13,874.98,6061.81,2021-07-04,527 Fremont Avenue,PayPal,delivered
948,106,609,22,841.98,4598.76,2020-12-14,9765 Prairie Rose Place,credit card,shipped
949,322,166,67,284.0,5093.86,2022-03-18,26 East Point,PayPal,shipped
950,160,663,12,430.85,6670.07,2020-02-22,6 Jana Crossing,Apple Pay,delivered
951,647,715,38,613.15,1480.38,2021-09-06,66 Waywood Park,credit card,shipped
952,446,917,41,653.53,2495.46,2020-04-28,8283 Clove Road,credit card,delivered
953,663,366,77,125.45,6.31,2021-09-10,2914 Anthes Place,Apple Pay,processing
954,341,38,50,176.33,9859.52,2022-05-15,77203 Sachs Pass,Apple Pay,delivered
955,225,660,21,816.95,2724.0,2021-10-28,06 Everett Trail,Apple Pay,shipped
956,167,69,23,9.48,1337.55,2020-04-05,777 Walton Road,Apple Pay,processing
957,943,790,83,922.09,1650.87,2021-02-28,7861 Caliangt Trail,PayPal,processing
958,968,950,96,867.12,8239.8,2022-11-04,10 Pennsylvania Road,Apple Pay,processing
959,693,530,32,248.03,1167.84,2020-10-24,97068 Fallview Road,Apple Pay,shipped
960,558,848,99,698.69,3077.09,2020-11-03,81625 John Wall Plaza,credit card,shipped
961,454,456,42,771.26,1989.62,2020-10-11,12 Monument Hill,credit card,delivered
962,669,429,60,675.06,9291.63,2020-06-11,080 Meadow Vale Park,Apple Pay,delivered
963,819,877,83,943.33,8699.19,2021-04-09,20787 Lillian Circle,credit card,processing
964,306,982,57,332.25,5247.22,2022-06-11,02655 Del Sol Pass,Apple Pay,delivered
965,128,355,95,232.47,5389.37,2020-12-10,08940 Judy Circle,Apple Pay,processing
966,610,179,96,526.8,1935.22,2022-06-13,01418 Badeau Plaza,Apple Pay,processing
967,291,717,34,521.99,3383.37,2022-10-13,01 Bluejay Way,PayPal,processing
968,698,930,16,715.49,8602.22,2021-10-13,8361 Ridge Oak Crossing,Apple Pay,delivered
969,927,761,38,451.29,2480.81,2021-12-06,488 Menomonie Trail,Apple Pay,shipped
970,214,417,14,484.34,6237.0,2022-07-30,421 Anniversary Crossing,PayPal,shipped
971,672,265,35,874.51,2727.39,2022-05-30,7910 Talmadge Junction,credit card,delivered
972,368,508,77,7.28,3091.67,2022-05-03,74 Talmadge Street,credit card,shipped
973,989,214,2,824.59,704.75,2021-04-17,24 Sheridan Court,PayPal,pending
974,944,500,80,276.48,8188.66,2022-09-11,60959 Porter Lane,credit card,pending
975,105,559,44,736.49,5058.69,2022-12-09,61 Garrison Park,Apple Pay,processing
976,364,354,11,60.91,4174.79,2022-06-03,09 Transport Way,PayPal,shipped
977,363,321,82,712.26,7746.44,2022-08-01,01 Garrison Park,Apple Pay,pending
978,302,70,33,234.62,8141.03,2021-01-22,027 Gale Hill,Apple Pay,shipped
979,245,893,74,257.15,7579.97,2020-09-12,7849 Village Court,credit card,shipped
980,830,512,81,133.48,1098.79,2020-10-19,143 Esch Junction,credit card,processing
981,600,627,38,905.82,7544.44,2020-06-09,4529 Rieder Street,Apple Pay,delivered
982,517,221,14,337.06,6913.45,2022-10-15,7654 Lake View Park,credit card,processing
983,259,76,38,331.41,426.49,2021-01-15,15353 Esker Alley,credit card,pending
984,732,348,63,180.0,2001.5,2021-05-26,232 Meadow Valley Plaza,PayPal,shipped
985,815,674,55,530.36,9489.14,2020-06-11,91 Maywood Junction,credit card,shipped
986,2,365,99,214.83,9421.88,2020-01-09,324 Drewry Road,credit card,delivered
987,460,997,69,822.07,6190.35,2022-06-19,407 Becker Circle,Apple Pay,delivered
988,275,260,61,952.42,2582.94,2020-05-03,4 Stoughton Avenue,credit card,shipped
989,735,26,81,106.8,5933.62,2022-05-25,333 Declaration Drive,credit card,shipped
990,242,449,32,27.13,4091.64,2021-10-11,54442 Luster Junction,credit card,processing
991,469,855,2,106.17,6900.69,2021-11-03,7563 Warner Center,Apple Pay,shipped
992,883,794,61,748.25,1976.15,2021-06-23,596 Bayside Lane,credit card,shipped
993,292,105,56,150.65,1520.03,2021-10-05,11344 Logan Terrace,Apple Pay,processing
994,749,721,89,846.79,8199.3,2020-09-03,07 Southridge Hill,credit card,delivered
995,376,944,32,739.93,4742.99,2020-09-21,8469 Cardinal Parkway,Apple Pay,pending
996,625,928,60,907.51,7250.22,2022-07-10,1 Butterfield Road,PayPal,delivered
997,629,787,59,634.78,9503.29,2020-08-20,61985 Montana Way,Apple Pay,delivered
998,470,753,68,379.59,8778.33,2021-02-08,6 Maywood Road,credit card,delivered
999,473,93,96,696.96,3128.95,2020-07-01,553 Northridge Street,Apple Pay,shipped
1000,509,851,72,418.96,3028.97,2022-11-08,41280 Havey Crossing,credit card,shipped
1001,111,749,10,87.75,9210.72,2022-03-23,4258 Farmco Alley,credit card,pending
1002,512,644,76,786.24,5767.99,2021-09-13,12 Washington Street,PayPal,pending
1003,544,769,98,718.87,2981.83,2020-10-02,773 Washington Road,Apple Pay,pending
1004,834,171,19,954.16,8030.44,2020-07-21,20844 Dakota Terrace,Apple Pay,pending
1005,237,414,92,87.65,6637.21,2022-02-04,6 Towne Pass,Apple Pay,processing
1006,166,712,68,340.28,3815.45,2021-12-11,68 Clyde Gallagher Trail,Apple Pay,pending
1007,32,666,50,52.03,3925.43,2020-12-29,90 Ronald Regan Alley,Apple Pay,delivered
1008,459,890,86,728.05,2877.37,2020-12-04,97593 Scofield Center,PayPal,shipped
1009,876,216,41,658.16,2643.84,2022-02-23,79023 Hudson Park,credit card,processing
1010,545,545,20,862.42,9391.99,2022-09-25,609 Forest Dale Drive,credit card,pending
1011,452,616,50,917.97,8749.6,2020-11-26,65 Lakeland Circle,Apple Pay,processing
1012,559,955,91,979.55,7957.36,2020-05-04,4156 Forster Court,PayPal,delivered
1013,40,142,88,531.88,8279.78,2022-11-16,486 Becker Park,credit card,pending
1014,354,567,45,723.52,8011.95,2022-04-01,060 Northwestern Point,credit card,processing
1015,361,492,1,109.02,9426.07,2020-02-13,5 Express Crossing,credit card,shipped
1016,212,975,59,868.23,9802.86,2022-11-27,631 Ohio Hill,Apple Pay,delivered
1017,57,895,76,369.65,9876.8,2022-07-27,0582 Sutteridge Court,PayPal,delivered
1018,142,705,99,258.88,4014.16,2021-01-29,6 Crescent Oaks Trail,Apple Pay,pending
1019,162,439,97,661.13,22.73,2020-10-03,13752 Dottie Street,credit card,shipped
1020,976,239,48,638.44,327.91,2020-03-29,0440 Union Street,credit card,processing
1021,74,519,25,178.06,1874.59,2022-08-07,21 David Hill,PayPal,shipped
1022,628,528,74,296.32,451.54,2021-12-11,16868 La Follette Junction,PayPal,shipped
1023,796,595,52,612.5,6767.34,2020-04-17,9844 Butternut Center,Apple Pay,shipped
1024,255,538,3,498.25,1148.51,2022-06-27,86780 2nd Avenue,credit card,shipped
1025,372,357,29,696.97,4550.21,2020-08-22,4170 Crescent Oaks Park,credit card,pending
